user_id,signup_date,age,gender,city_tier,device_type,acquisition_channel,name
U004647,2024-05-04,39,Female,Tier 1,Android,Referral,Aarini Suri
U004648,2024-04-07,38,Other,Tier 1,Android,Organic,Siddharth Memon
U004649,2024-06-10,28,Female,Tier 3,iOS,Social Media,Yamini Gara
U004650,2024-01-04,19,Male,Tier 1,Android,Organic,Maya Nazareth
U004651,2024-03-06,27,Male,Tier 2,Android,Paid Ad,Kiaan Mangal
U004652,2024-03-06,27,Other,Tier 2,iOS,Organic,Jai Palla
U004653,2024-01-09,49,Female,Tier 2,iOS,Organic,Lavanya Dixit
U004654,2024-01-23,33,Male,Tier 2,iOS,Paid Ad,Sara Sampath
U004655,2024-06-05,31,Other,Tier 3,Android,Organic,Champak Murthy
U004656,2024-05-09,33,Other,Tier 2,Android,Paid Ad,Hredhaan Mangal
U004657,2024-03-30,52,Other,Tier 2,Android,Organic,Ronith Ahluwalia
U004658,2024-06-17,53,Other,Tier 2,iOS,Paid Ad,Leena Tella
U004659,2024-01-29,38,Other,Tier 2,Android,Paid Ad,Maya Kota
U004660,2024-04-22,34,Male,Tier 2,iOS,Referral,Peter Vala
U004661,2024-06-28,43,Male,Tier 3,Android,Paid Ad,Hamsini Tak
U004662,2024-01-08,42,Other,Tier 2,Android,Paid Ad,Theodore Doshi
U004663,2024-01-28,22,Female,Tier 2,Android,Organic,Faraj Sanghvi
U004664,2024-05-06,51,Male,Tier 3,iOS,Paid Ad,Sarthak D’Alia
U004665,2024-04-01,43,Other,Tier 3,Android,Social Media,Yuvraj Patel
U004666,2024-01-09,23,Male,Tier 3,Android,Paid Ad,Meghana Bala
U004667,2024-05-16,21,Other,Tier 2,Android,Social Media,Nathan Naidu
U004668,2024-01-26,53,Male,Tier 3,Android,Social Media,Neelima Prasad
U004669,2024-02-03,30,Other,Tier 3,Android,Paid Ad,Alexander Dey
U004670,2024-01-10,52,Female,Tier 3,Android,Referral,Yoshita Vora
U004671,2024-06-08,23,Male,Tier 2,Android,Organic,Divya Rao
U004672,2024-03-29,21,Other,Tier 1,iOS,Organic,Janaki Manne
U004673,2024-02-03,30,Other,Tier 1,Android,Referral,Samuel Pall
U004674,2024-01-13,35,Male,Tier 2,Android,Paid Ad,Leela Mody
U004675,2024-01-23,44,Female,Tier 1,Android,Referral,Omkaar Batta
U004676,2024-04-25,28,Other,Tier 3,Android,Referral,Benjamin Sinha
U004677,2024-02-12,19,Male,Tier 1,Android,Referral,Advik Varughese
U004678,2024-06-05,52,Male,Tier 2,iOS,Referral,Karan Sane
U004679,2024-03-23,52,Female,Tier 3,Android,Referral,Kashvi Varma
U004680,2024-06-06,32,Other,Tier 1,Android,Social Media,Faqid Chand
U004681,2024-05-11,49,Female,Tier 3,iOS,Referral,Tara Sandal
U004682,2024-03-03,18,Male,Tier 1,Android,Organic,Arya Chaudry
U004683,2024-05-12,24,Other,Tier 2,iOS,Referral,Pratyush Jaggi
U004684,2024-04-16,33,Male,Tier 3,Android,Referral,Azaan Luthra
U004685,2024-03-03,30,Male,Tier 1,iOS,Paid Ad,Daksha Oza
U004686,2024-05-28,31,Male,Tier 1,Android,Social Media,Umang Savant
U004687,2024-04-25,18,Male,Tier 3,Android,Paid Ad,Gabriel Chaudhary
U004688,2024-03-06,23,Male,Tier 3,Android,Paid Ad,Maya Chokshi
U004689,2024-01-24,26,Female,Tier 1,iOS,Organic,Daksha Pillai
U004690,2024-01-28,24,Female,Tier 1,Android,Referral,Faqid Chaudry
U004691,2024-02-02,18,Other,Tier 1,Android,Paid Ad,Qushi Vala
U004692,2024-03-12,45,Other,Tier 3,Android,Paid Ad,Udarsh Biswas
U004693,2024-02-02,36,Female,Tier 3,Android,Referral,Aayush Dash
U004694,2024-02-17,38,Other,Tier 2,Android,Referral,Falak Nadkarni
U004695,2024-01-08,24,Male,Tier 3,iOS,Referral,Samaksh Shan
U004696,2024-01-20,30,Other,Tier 1,Android,Referral,Ranbir Malhotra
U004697,2024-04-28,45,Female,Tier 2,Android,Social Media,Faras Aggarwal
U004698,2024-05-31,54,Male,Tier 2,Android,Referral,Hemani Sarin
U004699,2024-01-04,38,Female,Tier 3,Android,Paid Ad,Irya Brar
U004700,2024-01-16,36,Male,Tier 3,iOS,Social Media,Ekaja Gopal
U004701,2024-01-02,31,Male,Tier 3,Android,Paid Ad,Januja Mittal
U004702,2024-06-28,25,Male,Tier 3,iOS,Organic,Nakul Shroff
U004703,2024-05-17,19,Other,Tier 3,Android,Social Media,Falguni Mand
U004704,2024-04-25,25,Female,Tier 1,Android,Organic,Widisha Basu
U004705,2024-03-21,25,Other,Tier 1,Android,Organic,Aayush Nanda
U004706,2024-06-05,51,Female,Tier 1,Android,Referral,Sneha Narasimhan
U004707,2024-05-14,35,Male,Tier 2,Android,Referral,Upadhriti Nayar
U004708,2024-02-10,44,Male,Tier 2,iOS,Paid Ad,Adya Ram
U004709,2024-05-04,26,Female,Tier 3,Android,Social Media,Neel Narayanan
U004710,2024-04-11,19,Female,Tier 1,iOS,Organic,Pavani Wason
U004711,2024-03-21,50,Male,Tier 3,iOS,Paid Ad,Ekaja Buch
U004712,2024-02-03,34,Other,Tier 3,iOS,Paid Ad,Aadhya Rajagopalan
U004713,2024-05-14,54,Male,Tier 2,iOS,Organic,Chandresh Jani
U004714,2024-04-25,22,Male,Tier 2,Android,Referral,Vasudha Natt
U004715,2024-05-19,22,Female,Tier 3,Android,Paid Ad,Jagrati Chopra
U004716,2024-04-28,26,Male,Tier 2,Android,Organic,Bakhshi Patla
U004717,2024-05-01,38,Female,Tier 1,Android,Referral,Udyati Dass
U004718,2024-03-08,20,Female,Tier 2,Android,Paid Ad,Anjali Jayaraman
U004719,2024-01-01,36,Other,Tier 1,iOS,Social Media,Abeer Sehgal
U004720,2024-02-15,21,Male,Tier 3,Android,Organic,Veer Salvi
U004721,2024-01-23,18,Other,Tier 2,Android,Paid Ad,Leena Arora
U004722,2024-01-19,42,Other,Tier 2,Android,Referral,Gautam Ramaswamy
U004723,2024-03-11,50,Other,Tier 1,Android,Paid Ad,Janaki Natarajan
U004724,2024-04-08,31,Male,Tier 2,Android,Referral,Priya Banerjee
U004725,2024-03-31,34,Other,Tier 2,Android,Paid Ad,Henry Puri
U004726,2024-05-08,27,Male,Tier 2,iOS,Paid Ad,Zayan Sem
U004727,2024-02-23,18,Male,Tier 2,iOS,Referral,Peter Kumer
U004728,2024-02-07,31,Male,Tier 1,Android,Paid Ad,Jeet Sharaf
U004729,2024-06-03,55,Male,Tier 2,Android,Paid Ad,Tristan Nayar
U004730,2024-05-13,27,Female,Tier 3,Android,Social Media,Dayamai Mittal
U004731,2024-04-06,30,Male,Tier 1,Android,Organic,Aditya Mangat
U004732,2024-02-01,25,Other,Tier 1,iOS,Paid Ad,Aayush Kaul
U004733,2024-06-28,18,Male,Tier 2,Android,Social Media,Yachana Sandal
U004734,2024-01-11,31,Other,Tier 2,Android,Referral,Ethan Kant
U004735,2024-03-11,37,Female,Tier 3,Android,Paid Ad,Aarini Halder
U004736,2024-02-10,35,Female,Tier 1,Android,Social Media,Omaja Kanda
U004737,2024-02-18,29,Female,Tier 3,Android,Referral,Warda Sidhu
U004738,2024-04-29,33,Female,Tier 2,iOS,Organic,Sanya Dash
U004739,2024-01-09,46,Male,Tier 2,Android,Social Media,Vihaan Dash
U004740,2024-05-23,29,Male,Tier 3,Android,Referral,Charita Pau
U004741,2024-06-28,34,Other,Tier 1,Android,Organic,Ishwar Gokhale
U004742,2024-02-04,29,Male,Tier 1,Android,Organic,Anthony Sandal
U004743,2024-06-01,32,Male,Tier 2,Android,Organic,Dalbir Raja
U004744,2024-04-04,36,Other,Tier 2,Android,Referral,Vedhika Garde
U004745,2024-01-23,34,Male,Tier 2,Android,Organic,Sara Thakur
U004746,2024-06-22,44,Male,Tier 3,Android,Paid Ad,Jagrati Soni
U004747,2024-05-20,34,Female,Tier 2,iOS,Organic,Ekanta Nagar
U004748,2024-04-25,29,Other,Tier 1,Android,Organic,Nakul Soni
U004749,2024-03-04,46,Female,Tier 2,iOS,Organic,Abha Madan
U004750,2024-02-08,24,Other,Tier 1,Android,Referral,Charita Mallick
U004751,2024-05-11,28,Female,Tier 1,Android,Organic,Yagnesh Saraf
U004752,2024-02-14,39,Male,Tier 2,iOS,Referral,Noah Barad
U004753,2024-03-04,22,Male,Tier 1,iOS,Referral,Jasmit Prashad
U004754,2024-01-20,28,Male,Tier 1,Android,Organic,Yug Sathe
U004755,2024-05-23,18,Female,Tier 1,Android,Organic,Vasudha Boase
U004756,2024-06-17,21,Male,Tier 3,Android,Social Media,Nathan Sarkar
U004757,2024-03-13,27,Male,Tier 2,Android,Paid Ad,Parth Singh
U004758,2024-01-15,21,Female,Tier 1,iOS,Paid Ad,Girish Deep
U004759,2024-04-23,49,Female,Tier 1,Android,Paid Ad,Upasna Rana
U004760,2024-01-11,36,Female,Tier 2,iOS,Organic,David Gala
U004761,2024-01-29,37,Male,Tier 1,Android,Paid Ad,Reyansh Setty
U004762,2024-06-29,31,Other,Tier 1,Android,Paid Ad,Owen Vala
U004763,2024-03-29,29,Male,Tier 1,Android,Organic,Omaja Sodhi
U004764,2024-03-16,53,Female,Tier 3,Android,Social Media,Aradhana Kamdar
U004765,2024-01-27,35,Female,Tier 1,Android,Social Media,Shaurya Balakrishnan
U004766,2024-05-19,34,Male,Tier 3,iOS,Paid Ad,Warhi Khalsa
U004767,2024-05-02,19,Female,Tier 1,Android,Organic,Lipika Kala
U004768,2024-02-22,29,Male,Tier 1,Android,Paid Ad,Elijah Mitra
U004769,2024-03-06,27,Male,Tier 2,Android,Paid Ad,Wazir Sridhar
U004770,2024-01-07,50,Other,Tier 1,Android,Referral,Jalsa Bal
U004771,2024-04-20,31,Male,Tier 3,Android,Referral,Zarna Yohannan
U004772,2024-02-24,48,Male,Tier 2,Android,Referral,Irya Bhardwaj
U004773,2024-01-22,40,Female,Tier 3,Android,Referral,Ryan Panchal
U004774,2024-03-30,22,Female,Tier 1,Android,Organic,Wazir Pillai
U004775,2024-02-03,34,Female,Tier 2,Android,Referral,Nidhi Singh
U004776,2024-02-12,49,Female,Tier 1,Android,Paid Ad,Isaiah Pillai
U004777,2024-04-27,30,Male,Tier 1,Android,Organic,Anay Lad
U004778,2024-06-02,54,Other,Tier 2,Android,Paid Ad,Michael Golla
U004779,2024-04-28,32,Male,Tier 1,Android,Paid Ad,Vasatika Kalita
U004780,2024-04-22,26,Other,Tier 1,Android,Referral,George Sahni
U004781,2024-06-15,22,Male,Tier 1,Android,Social Media,Gabriel Sastry
U004782,2024-01-17,42,Female,Tier 2,iOS,Paid Ad,Champak Halder
U004783,2024-06-15,54,Other,Tier 1,Android,Paid Ad,Shravya Ghosh
U004784,2024-04-04,28,Male,Tier 2,Android,Paid Ad,Kamala Karan
U004785,2024-04-24,26,Female,Tier 1,iOS,Referral,Nitara Vaidya
U004786,2024-06-11,53,Female,Tier 2,Android,Paid Ad,Wakeeta Lall
U004787,2024-02-24,21,Male,Tier 1,Android,Referral,Gaurika Bath
U004788,2024-05-21,23,Female,Tier 3,Android,Referral,Girindra Memon
U004789,2024-05-22,21,Male,Tier 1,iOS,Organic,Hitesh Goyal
U004790,2024-02-18,26,Female,Tier 1,Android,Organic,Abhiram Mander
U004791,2024-03-25,34,Other,Tier 2,Android,Organic,Krishna Lala
U004792,2024-02-13,41,Other,Tier 3,Android,Paid Ad,Chatresh Loyal
U004793,2024-01-29,20,Other,Tier 3,iOS,Social Media,Yutika Desai
U004794,2024-06-23,25,Male,Tier 2,Android,Paid Ad,Warhi Suri
U004795,2024-03-22,31,Male,Tier 1,Android,Paid Ad,Chatura Sundaram
U004796,2024-01-08,42,Female,Tier 1,iOS,Social Media,Qabil Rajan
U004797,2024-05-22,48,Other,Tier 3,iOS,Paid Ad,Charles Rao
U004798,2024-01-07,23,Female,Tier 2,Android,Social Media,Nathan Rau
U004799,2024-04-13,32,Female,Tier 1,Android,Social Media,Avni Merchant
U004800,2024-04-03,23,Other,Tier 1,Android,Organic,Chaaya Dora
U004801,2024-06-08,18,Male,Tier 1,iOS,Organic,Hredhaan Bhargava
U004802,2024-03-28,29,Female,Tier 3,iOS,Social Media,Ira De
U004803,2024-02-16,29,Male,Tier 3,Android,Referral,Samarth Purohit
U004804,2024-04-18,34,Male,Tier 1,Android,Organic,Frederick Bhasin
U004805,2024-05-14,44,Other,Tier 1,Android,Organic,Pratyush Warrior
U004806,2024-03-19,24,Male,Tier 3,iOS,Social Media,Brijesh Madan
U004807,2024-01-26,26,Female,Tier 1,Android,Paid Ad,Jatin Hayer
U004808,2024-02-27,23,Male,Tier 2,Android,Organic,Wazir Walia
U004809,2024-05-05,27,Male,Tier 2,iOS,Paid Ad,Dayamai Barman
U004810,2024-01-04,31,Female,Tier 1,iOS,Social Media,Sara Nair
U004811,2024-05-09,35,Female,Tier 1,Android,Paid Ad,Yashvi Ahluwalia
U004812,2024-02-01,55,Other,Tier 3,iOS,Organic,Omisha Kumer
U004813,2024-03-30,51,Other,Tier 2,iOS,Paid Ad,Yashasvi Raja
U004814,2024-05-25,27,Other,Tier 2,Android,Paid Ad,Rohan Jani
U004815,2024-01-05,43,Female,Tier 1,Android,Organic,Amara Patla
U004816,2024-03-31,29,Male,Tier 3,Android,Organic,Yashawini Varty
U004817,2024-06-18,48,Other,Tier 3,Android,Referral,Anirudh Loyal
U004818,2024-03-19,34,Male,Tier 3,Android,Social Media,Ladli Sagar
U004819,2024-06-02,19,Female,Tier 1,Android,Paid Ad,Ethan Lad
U004820,2024-05-01,48,Female,Tier 2,Android,Paid Ad,Nisha Sridhar
U004821,2024-05-16,29,Other,Tier 3,Android,Paid Ad,Vivaan Date
U004822,2024-01-01,37,Other,Tier 3,Android,Organic,Maanas Mall
U004823,2024-01-14,44,Female,Tier 2,iOS,Social Media,Ria Suresh
U004824,2024-06-22,41,Other,Tier 3,iOS,Organic,Ikbal Kade
U004825,2024-03-05,31,Other,Tier 2,Android,Referral,Mekhala Sabharwal
U004826,2024-01-07,39,Female,Tier 2,iOS,Organic,Damyanti Borde
U004827,2024-03-23,38,Female,Tier 2,Android,Organic,Timothy Sami
U004828,2024-05-15,46,Other,Tier 2,iOS,Paid Ad,Rachita Khanna
U004829,2024-04-15,24,Other,Tier 1,Android,Social Media,Jacob Chahal
U004830,2024-06-03,18,Male,Tier 3,iOS,Social Media,Raagini Bansal
U004831,2024-06-01,30,Other,Tier 3,Android,Organic,Umang Khalsa
U004832,2024-01-16,24,Other,Tier 3,Android,Paid Ad,Dhriti Mutti
U004833,2024-06-20,20,Female,Tier 1,Android,Referral,Kavya Krish
U004834,2024-05-22,33,Male,Tier 3,Android,Social Media,Devika Prashad
U004835,2024-04-09,31,Other,Tier 2,Android,Paid Ad,Vasana Golla
U004836,2024-03-11,43,Male,Tier 2,iOS,Referral,Zayyan Chopra
U004837,2024-01-22,23,Female,Tier 2,Android,Paid Ad,Jack Bava
U004838,2024-03-11,35,Female,Tier 3,Android,Organic,Charan Mann
U004839,2024-04-30,20,Male,Tier 1,iOS,Referral,Champak Srinivasan
U004840,2024-03-11,38,Female,Tier 3,Android,Organic,Aarini Badal
U004841,2024-02-04,19,Other,Tier 3,iOS,Referral,Gautam Dara
U004842,2024-04-18,27,Other,Tier 1,iOS,Organic,Dayamai Gokhale
U004843,2024-01-14,40,Other,Tier 1,Android,Referral,Frado Kumar
U004844,2024-05-17,27,Male,Tier 2,Android,Paid Ad,Lohit Balan
U004845,2024-01-27,40,Female,Tier 2,Android,Referral,Max Badal
U004846,2024-02-16,33,Other,Tier 1,iOS,Paid Ad,Nandini Manne
U004847,2024-01-23,44,Other,Tier 3,Android,Paid Ad,Rehaan Mohan
U004848,2024-04-02,29,Other,Tier 2,iOS,Referral,Janani Zachariah
U004849,2024-05-26,21,Other,Tier 2,iOS,Paid Ad,Arya Naidu
U004850,2024-06-18,40,Other,Tier 3,Android,Paid Ad,Janani Krish
U004851,2024-02-10,37,Other,Tier 2,Android,Referral,Ishani Desai
U004852,2024-05-27,40,Male,Tier 1,Android,Organic,Damyanti Trivedi
U004853,2024-03-03,31,Female,Tier 1,Android,Organic,Baljiwan Pillai
U004854,2024-06-23,31,Female,Tier 1,Android,Paid Ad,Rushil Sangha
U004855,2024-04-07,26,Other,Tier 3,Android,Referral,Vinaya Sathe
U004856,2024-03-23,49,Female,Tier 2,iOS,Organic,Christopher Patla
U004857,2024-01-11,31,Male,Tier 2,Android,Paid Ad,Ranbir Chhabra
U004858,2024-03-13,28,Female,Tier 2,iOS,Organic,Gagan Bal
U004859,2024-03-28,27,Female,Tier 2,Android,Referral,Luke Joshi
U004860,2024-04-07,29,Other,Tier 1,Android,Referral,Tara Bhakta
U004861,2024-06-10,31,Male,Tier 2,Android,Organic,Ijaya Bhargava
U004862,2024-04-01,25,Other,Tier 2,iOS,Paid Ad,Ethan Babu
U004863,2024-04-13,23,Other,Tier 1,Android,Paid Ad,Ranveer Kota
U004864,2024-06-09,29,Other,Tier 1,Android,Organic,Mason Mitter
U004865,2024-06-23,20,Female,Tier 1,Android,Organic,Waida Rana
U004866,2024-03-28,27,Other,Tier 3,Android,Paid Ad,Samar Nigam
U004867,2024-03-12,43,Other,Tier 1,iOS,Paid Ad,Atharv Ravi
U004868,2024-05-14,28,Male,Tier 2,Android,Social Media,Aadhya Bera
U004869,2024-02-06,22,Female,Tier 1,Android,Organic,Tristan Doctor
U004870,2024-01-17,22,Male,Tier 1,Android,Referral,Balvan Trivedi
U004871,2024-03-16,27,Male,Tier 1,Android,Social Media,Hritik Garg
U004872,2024-02-25,25,Male,Tier 1,iOS,Organic,Adya Kaur
U004873,2024-01-22,31,Male,Tier 1,iOS,Social Media,Raagini Bhatia
U004874,2024-02-23,41,Male,Tier 1,Android,Organic,Damini Dara
U004875,2024-05-15,45,Male,Tier 3,Android,Referral,Manya Gandhi
U004876,2024-04-06,23,Male,Tier 2,Android,Paid Ad,Barkha Deo
U004877,2024-06-18,27,Male,Tier 1,iOS,Referral,Oscar Vaidya
U004878,2024-04-11,53,Other,Tier 2,Android,Organic,Dipta Chad
U004879,2024-01-05,55,Female,Tier 2,Android,Referral,Vedhika Atwal
U004880,2024-03-21,43,Other,Tier 1,Android,Referral,Yug Gole
U004881,2024-04-15,46,Male,Tier 2,Android,Paid Ad,Warhi Kapoor
U004882,2024-04-02,38,Female,Tier 2,Android,Organic,Samesh Bhardwaj
U004883,2024-03-22,49,Female,Tier 2,iOS,Organic,Abhiram Nanda
U004884,2024-05-23,27,Other,Tier 3,Android,Paid Ad,Umang Mohan
U004885,2024-01-05,30,Female,Tier 3,Android,Organic,Gauri Cherian
U004886,2024-02-06,49,Male,Tier 2,Android,Organic,Warhi Chakrabarti
U004887,2024-01-05,55,Male,Tier 1,Android,Paid Ad,Amrita Chaudhari
U004888,2024-06-11,45,Other,Tier 3,Android,Organic,Yashoda Loke
U004889,2024-05-05,44,Female,Tier 2,iOS,Paid Ad,Aradhana Samra
U004890,2024-03-20,36,Other,Tier 1,iOS,Paid Ad,Mohini Bora
U004891,2024-03-07,27,Other,Tier 1,Android,Organic,Krisha Prabhakar
U004892,2024-05-05,27,Female,Tier 3,Android,Referral,Prisha Kala
U004893,2024-04-04,20,Other,Tier 2,Android,Social Media,Neelima Majumdar
U004894,2024-05-09,43,Other,Tier 2,iOS,Organic,Sara Sem
U004895,2024-04-12,32,Other,Tier 1,Android,Organic,Krishna Madan
U004896,2024-03-27,37,Female,Tier 2,iOS,Paid Ad,Edhitha Chandra
U004897,2024-02-29,20,Other,Tier 2,iOS,Social Media,Ekbal Dhar
U004898,2024-01-26,32,Female,Tier 3,iOS,Organic,Henry Viswanathan
U004899,2024-02-03,23,Female,Tier 1,Android,Paid Ad,Sarthak Agrawal
U004900,2024-02-14,55,Female,Tier 2,iOS,Referral,Shivani Pillai
U004901,2024-03-13,24,Female,Tier 1,Android,Referral,Devansh Majumdar
U004902,2024-05-29,55,Male,Tier 1,iOS,Paid Ad,Upadhriti Chokshi
U004903,2024-01-29,36,Female,Tier 2,Android,Organic,Finn Rajan
U004904,2024-02-25,18,Female,Tier 1,iOS,Organic,Umang Chatterjee
U004905,2024-02-02,33,Other,Tier 1,iOS,Referral,Aachal Choudhary
U004906,2024-06-28,40,Male,Tier 2,Android,Referral,Meghana Golla
U004907,2024-05-18,23,Other,Tier 1,Android,Referral,Aishani Chopra
U004908,2024-02-25,36,Male,Tier 2,Android,Organic,Pahal Ghose
U004909,2024-02-04,47,Other,Tier 2,Android,Paid Ad,Lila Walia
U004910,2024-05-14,23,Other,Tier 1,Android,Organic,Omisha Pandit
U004911,2024-06-03,25,Male,Tier 3,Android,Paid Ad,Sanya Balan
U004912,2024-02-01,36,Male,Tier 3,Android,Referral,Xalak Barman
U004913,2024-01-23,33,Male,Tier 1,Android,Paid Ad,Sara Raju
U004914,2024-03-02,36,Other,Tier 1,Android,Referral,Bhavika Kaul
U004915,2024-01-25,30,Female,Tier 3,iOS,Paid Ad,Yauvani Babu
U004916,2024-02-20,53,Female,Tier 1,Android,Paid Ad,Fariq Biswas
U004917,2024-02-05,33,Male,Tier 2,Android,Organic,Rachita Mohanty
U004918,2024-04-19,23,Other,Tier 3,iOS,Referral,Onkar Kar
U004919,2024-01-07,35,Other,Tier 2,Android,Paid Ad,Chaitanya Pathak
U004920,2024-03-02,36,Female,Tier 2,Android,Social Media,Wridesh Bhatia
U004921,2024-01-29,43,Female,Tier 1,Android,Social Media,Megha Chatterjee
U004922,2024-03-28,20,Other,Tier 2,Android,Paid Ad,Patrick Chana
U004923,2024-02-01,42,Other,Tier 1,Android,Organic,Dayamai Bora
U004924,2024-02-28,19,Male,Tier 2,Android,Organic,Sudiksha Dalal
U004925,2024-06-27,34,Male,Tier 2,Android,Paid Ad,Triya Malhotra
U004926,2024-03-19,36,Female,Tier 2,Android,Paid Ad,Chatresh Dani
U004927,2024-05-29,53,Male,Tier 2,Android,Paid Ad,Shravya Choudhry
U004928,2024-03-29,20,Female,Tier 2,Android,Organic,Ikshita Kata
U004929,2024-01-31,30,Male,Tier 1,Android,Organic,Jagrati Kalla
U004930,2024-05-23,18,Other,Tier 3,iOS,Organic,Zashil Kalita
U004931,2024-04-08,32,Female,Tier 1,Android,Paid Ad,Rudra Kapadia
U004932,2024-05-05,25,Other,Tier 2,Android,Organic,Tanish Sandhu
U004933,2024-02-27,39,Female,Tier 2,Android,Paid Ad,Yadavi Pandya
U004934,2024-06-22,31,Female,Tier 2,Android,Paid Ad,Umang Kohli
U004935,2024-05-26,31,Other,Tier 2,Android,Paid Ad,Tejas Raman
U004936,2024-05-09,29,Male,Tier 1,Android,Paid Ad,Arin Desai
U004937,2024-06-04,45,Other,Tier 2,iOS,Referral,Radha Roy
U004938,2024-05-21,53,Female,Tier 2,iOS,Organic,Balveer Lanka
U004939,2024-03-06,19,Other,Tier 2,iOS,Paid Ad,Aahana Gola
U004940,2024-01-22,24,Other,Tier 2,Android,Paid Ad,Wyatt Guha
U004941,2024-04-03,37,Male,Tier 3,iOS,Organic,Kai Sangha
U004942,2024-01-28,27,Other,Tier 1,Android,Organic,Ethan Thaman
U004943,2024-04-16,39,Male,Tier 1,iOS,Social Media,Qabil Balasubramanian
U004944,2024-02-29,18,Male,Tier 3,Android,Paid Ad,Laksh Gala
U004945,2024-03-18,28,Other,Tier 2,Android,Paid Ad,Gabriel Kulkarni
U004946,2024-06-12,20,Male,Tier 2,Android,Organic,Saanvi Trivedi
U004947,2024-03-27,32,Female,Tier 2,Android,Organic,Saksham Ratta
U004948,2024-01-18,46,Female,Tier 2,Android,Paid Ad,Ekaraj Bal
U004949,2024-01-11,31,Other,Tier 1,Android,Referral,George Raj
U004950,2024-05-04,38,Male,Tier 1,iOS,Paid Ad,Rehaan Kalla
U004951,2024-04-23,51,Other,Tier 1,Android,Paid Ad,Falan Issac
U004952,2024-02-13,25,Female,Tier 3,Android,Organic,David Patla
U004953,2024-02-08,33,Male,Tier 2,Android,Social Media,Baljiwan Kalita
U004954,2024-01-17,46,Other,Tier 1,Android,Paid Ad,Pratyush Savant
U004955,2024-06-13,40,Female,Tier 3,Android,Referral,Maanas Suresh
U004956,2024-05-11,31,Other,Tier 1,iOS,Paid Ad,Reva Pillai
U004957,2024-01-17,30,Other,Tier 2,Android,Paid Ad,Sanya Baral
U004958,2024-03-17,49,Male,Tier 2,iOS,Organic,Gaurika Parekh
U004959,2024-04-05,32,Female,Tier 3,Android,Organic,Jai Prabhu
U004960,2024-04-27,31,Other,Tier 1,Android,Referral,Alexander Mittal
U004961,2024-04-09,55,Male,Tier 2,iOS,Referral,Bishakha Jha
U004962,2024-06-25,36,Other,Tier 1,Android,Organic,Eiravati Lanka
U004963,2024-03-11,18,Female,Tier 1,Android,Organic,Bimala Loke
U004964,2024-01-29,19,Other,Tier 2,Android,Referral,Robert Savant
U004965,2024-06-14,18,Female,Tier 3,iOS,Referral,Janaki Narang
U004966,2024-03-12,38,Female,Tier 3,Android,Social Media,Ekiya Vig
U004967,2024-03-13,40,Male,Tier 2,Android,Paid Ad,Ekaraj Narayan
U004968,2024-02-25,34,Female,Tier 2,Android,Organic,Kashish Narayan
U004969,2024-03-09,27,Female,Tier 2,Android,Organic,Nathaniel Ravel
U004970,2024-03-27,22,Other,Tier 1,Android,Organic,Wridesh Kashyap
U004971,2024-01-18,51,Male,Tier 3,iOS,Organic,Janya Hari
U004972,2024-05-21,33,Female,Tier 2,iOS,Referral,Harini Majumdar
U004973,2024-05-23,32,Female,Tier 3,Android,Organic,Ekta Dutta
U004974,2024-06-05,36,Female,Tier 1,Android,Referral,Harrison Kaul
U004975,2024-02-26,25,Male,Tier 2,iOS,Paid Ad,Om Mitra
U004976,2024-06-05,24,Other,Tier 1,Android,Organic,Matthew Dey
U004977,2024-06-23,20,Female,Tier 2,Android,Referral,Shivansh Menon
U004978,2024-05-21,44,Female,Tier 3,Android,Organic,Yug Naidu
U004979,2024-01-28,37,Other,Tier 1,Android,Referral,Robert Karpe
U004980,2024-04-26,27,Male,Tier 1,iOS,Social Media,Chatura Savant
U004981,2024-01-28,27,Male,Tier 1,Android,Referral,Pahal Banik
U004982,2024-02-28,19,Female,Tier 2,iOS,Organic,Harrison Srinivasan
U004983,2024-06-17,47,Other,Tier 3,Android,Referral,Kamya Gade
U004984,2024-03-06,25,Male,Tier 2,iOS,Organic,Vaishnavi Kapadia
U004985,2024-04-24,37,Female,Tier 3,Android,Organic,Ubika Maharaj
U004986,2024-01-18,20,Male,Tier 2,iOS,Referral,George Issac
U004987,2024-03-20,29,Other,Tier 2,Android,Organic,Udant Ramesh
U004988,2024-06-26,30,Female,Tier 2,Android,Social Media,Chaman Behl
U004989,2024-03-21,33,Male,Tier 2,Android,Social Media,Kashvi Kaur
U004990,2024-04-17,40,Female,Tier 3,Android,Paid Ad,Hemang Barad
U004991,2024-05-17,31,Other,Tier 1,Android,Social Media,Manya Hora
U004992,2024-05-26,23,Male,Tier 1,iOS,Organic,Faraj Parsa
U004993,2024-02-08,34,Male,Tier 2,Android,Referral,Robert Varghese
U004994,2024-06-10,32,Female,Tier 3,iOS,Referral,Onveer Bassi
U004995,2024-02-26,18,Other,Tier 1,Android,Paid Ad,Reva Sodhi
U004996,2024-04-05,45,Male,Tier 2,iOS,Paid Ad,Gautami Borra
U004997,2024-06-08,27,Female,Tier 3,Android,Referral,Chakradhar Randhawa
U004998,2024-06-11,25,Other,Tier 3,Android,Referral,Fiyaz Sibal
U004999,2024-02-29,20,Female,Tier 2,iOS,Referral,Eiravati Kalita
U005000,2024-04-18,19,Other,Tier 1,Android,Organic,Isha Nayak
U005001,2024-03-30,38,Male,Tier 1,Android,Referral,Ria Bhagat
